player_id,name_first,name_last,hand,birthdate,country
101806,Marc Kevin,Goellner,R,1970-09-22,GER
101809,Nicolas,Pereira,R,1970-09-29,VEN
101816,Steve,Campbell,R,1970-10-22,USA
101820,Marc,Rosset,R,1970-11-07,SUI
101826,Alex,Lopez Moron,R,1970-11-28,ESP
101833,Michael,Tebbutt,L,1970-12-22,AUS
101835,Arne,Thoms,R,1971-01-01,GER
101843,Sergi,Bruguera,R,1971-01-16,ESP
101862,Maurice,Ruah,R,1971-02-19,VEN
101866,David,Rikl,L,1971-02-27,CZE
101868,Dick,Norman,L,1971-03-01,BEL
101885,Wayne,Arthurs,L,1971-03-18,AUS
101888,Daniel,Vacek,R,1971-04-01,CZE
101889,Todd,Woodbridge,R,1971-04-02,AUS
101890,Jonathan,Stark,R,1971-04-03,USA
101897,Fernando,Meligeni,L,1971-04-12,BRA
101900,Nicklas,Kulti,R,1971-04-22,SWE
101901,Chuck,Adams,R,1971-04-23,USA
101902,Stephane,Huet,L,1971-04-25,FRA
101914,Lars,Koslowski,R,1971-05-22,GER
101917,Grant,Stafford,R,1971-05-27,RSA
101920,Jamie,Morgan,R,1971-06-08,AUS
101924,Stefano,Pescosolido,R,1971-06-13,ITA
101932,Jared,Palmer,R,1971-07-02,USA
101947,Vincenzo,Santopadre,L,1971-08-11,ITA
101948,Pete,Sampras,R,1971-08-12,USA
101955,Luis,Herrera,L,1971-08-27,MEX
101956,Mark,Knowles,R,1971-09-04,BAH
101962,Younes,El Aynaoui,R,1971-09-12,MAR
101964,Goran,Ivanisevic,L,1971-09-13,CRO
101965,Wayne,Ferreira,R,1971-09-15,RSA
101969,Orlin,Stanoytchev,R,1971-09-24,BUL
101971,Johan,Anderson,R,1971-09-29,AUS
101990,Richard,Krajicek,R,1971-12-06,NED
101991,Mauricio,Hadad,R,1971-12-07,COL
101997,Marzio,Martelli,R,1971-12-14,ITA
102000,Aki,Rahunen,R,1971-12-24,FIN
102001,German,Lopez,R,1971-12-29,ESP
102021,Michael,Chang,R,1972-02-22,USA
102024,Hernan,Gumy,R,1972-03-05,ARG
102025,Mikael,Tillstrom,R,1972-03-05,SWE
102029,Filip,Dewulf,R,1972-03-15,BEL
102031,Sandor,Noszaly,R,1972-03-16,HUN
102035,Jonas,Bjorkman,R,1972-03-23,SWE
102088,Joern,Renzenbrink,R,1972-07-17,GER
102093,Martin,Damm,R,1972-08-01,CZE
102104,Christian,Ruud,R,1972-08-24,NOR
102106,Davide,Sanguinetti,R,1972-08-25,ITA
102110,Daniel,Nestor,L,1972-09-04,CAN
102118,Radomir,Vasek,R,1972-09-23,CZE
102133,Laurence,Tieleman,R,1972-11-14,ITA
102135,Emilio,Benfele Alvarez,R,1972-11-15,ESP
102146,Jordi,Burillo,R,1972-12-07,ESP
102148,Fabrice,Santoro,R,1972-12-09,FRA
102153,German,Puentes,R,1972-12-18,ESP
102154,Marcos,Ondruska,R,1972-12-18,RSA
102158,Patrick,Rafter,R,1972-12-28,AUS
102162,Chris,Woodruff,R,1973-01-02,USA
102167,Juan Albert,Viloca Puig,R,1973-01-17,ESP
102169,Michael,Joyce,R,1973-02-01,USA
102179,Antony,Dupuis,R,1973-02-24,FRA
102184,David,Prinosil,R,1973-03-09,GER
102201,Lionel,Roux,R,1973-04-12,FRA
102202,Kenneth,Carlsen,L,1973-04-17,DEN
102205,Sebastien,Lareau,R,1973-04-27,CAN
102220,Patrik,Fredriksson,R,1973-05-16,SWE
102223,Karim,Alami,R,1973-05-24,MAR
102227,Sargis,Sargsian,R,1973-06-03,ARM
102231,Alex,Calatrava,R,1973-06-14,ESP
102233,Leander,Paes,R,1973-06-17,IND
102234,Oliver,Gross,R,1973-06-17,GER
102235,Tommy,Ho,L,1973-06-17,USA
102238,Alberto,Berasategui,R,1973-06-28,ESP
102247,Andrea,Gaudenzi,R,1973-07-30,ITA
102257,Greg,Rusedski,L,1973-09-06,GBR
102259,Jerome,Golmard,L,1973-09-09,FRA
102269,Jeff,Salzenstein,L,1973-10-14,USA
102271,Hicham,Arazi,L,1973-10-19,MAR
102286,Wayne,Black,R,1973-11-14,ZIM
102287,Albert,Portas,R,1973-11-15,ESP
102306,Michael,Kohlmann,R,1974-01-11,GER
102312,Jairo,Velasco Jr,R,1974-01-21,ESP
102318,Andrei,Pavel,R,1974-01-27,ROU
102338,Yevgeny,Kafelnikov,R,1974-02-18,RUS
102339,Kris,Goossens,R,1974-02-20,BEL
102344,Karol,Kucera,R,1974-03-04,SVK
102351,Oscar,Martinez,R,1974-03-09,ESP
102358,Thomas,Enqvist,R,1974-03-13,SWE
102369,Julien,Boutter,R,1974-04-05,FRA
102374,Alex,Corretja,R,1974-04-11,ESP
102375,Dinu,Pescariu,R,1974-04-12,ROU
102381,Werner,Eschauer,R,1974-04-26,AUT
102382,Julian,Knowle,L,1974-04-29,AUT
102394,Johan,Van Herck,R,1974-05-24,BEL
102401,Scott,Draper,L,1974-06-05,AUS
102434,Vincent,Spadea,R,1974-07-19,USA
102437,Adrian,Voinea,R,1974-08-06,ROU
102446,Andrei,Medvedev,R,1974-08-31,UKR
102450,Tim,Henman,R,1974-09-06,GBR
102456,Felix,Mantilla,R,1974-09-23,ESP
102463,Lucas Arnold,Ker,R,1974-10-12,ARG
102466,Jan,Kroslak,R,1974-10-17,SVK
102472,Marcello,Craca,R,1974-10-27,GER
102491,Alex,Radulescu,R,1974-12-07,GER
102494,Tomas,Behrend,R,1974-12-12,GER
102521,Hendrik,Dreekmann,R,1975-01-29,GER
102524,Neville,Godwin,R,1975-01-31,RSA
102533,Jens,Knippschild,R,1975-02-15,GER
102539,Bohdan,Ulihrach,R,1975-02-23,CZE
102548,Juan Antonio,Marin,R,1975-03-02,CRC
102562,Jiri,Novak,R,1975-03-22,CZE
102563,Thomas,Johansson,R,1975-03-24,SWE
102565,Alexander,Waske,R,1975-03-31,GER
102567,George,Bastl,R,1975-04-01,SUI
102571,Gregory,Carraz,R,1975-04-09,FRA
102588,Lars,Rehmann,R,1975-05-21,GER
102607,Juan,Balcells,R,1975-06-20,ESP
102610,Albert,Costa,R,1975-06-25,ESP
102615,Dennis,Van Scheppingen,R,1975-07-05,NED
102642,Cyril,Saulnier,R,1975-08-16,FRA
102644,Franco,Squillari,L,1975-08-22,ARG
102650,Roberto,Carretero,R,1975-08-30,ESP
102694,Lars,Burgsmuller,R,1975-12-06,GER
102701,Marcelo,Rios,L,1975-12-26,CHI
102703,Hyung Taik,Lee,R,1976-01-03,KOR
102720,Tomas,Zib,R,1976-01-31,CZE
102722,Attila,Savolt,R,1976-02-05,HUN
102765,Nicolas,Escude,R,1976-04-03,FRA
102770,John,Van Lottum,R,1976-04-10,NED
102776,Andrew,Ilie,R,1976-04-18,AUS
102783,Rainer,Schuettler,R,1976-04-25,GER
102788,Jan,Vacek,R,1976-05-10,CZE
102796,Magnus,Norman,R,1976-05-30,SWE
102809,Axel,Pretzsch,R,1976-06-16,GER
102817,Edwin,Kempes,R,1976-06-23,NED
102821,Cecil,Mamiit,R,1976-06-27,PHI
102831,Jacobo,Diaz,R,1976-07-11,ESP
102834,Paul,Goldstein,R,1976-08-04,USA
102839,Nicolas,Lapentti,R,1976-08-13,ECU
102845,Carlos,Moya,R,1976-08-27,ESP
102854,Sjeng,Schalken,R,1976-09-08,NED
102856,Gustavo,Kuerten,R,1976-09-10,BRA
102860,Agustin,Calleri,R,1976-09-14,ARG
102869,Galo,Blanco,R,1976-10-08,ESP
102880,Alexander,Popp,R,1976-11-04,GER
102882,Mark,Philippoussis,R,1976-11-07,AUS
102887,Ramon,Delgado,R,1976-11-14,PAR
102905,Stefan,Koubek,L,1977-01-02,AUT
102911,Andrei,Stoliarov,R,1977-01-09,RUS
102925,Justin,Gimelstob,R,1977-01-26,USA
102934,Nicolas,Coutelot,R,1977-02-09,FRA
102950,Fernando,Vicente,R,1977-03-08,ESP
102967,Marc,Gicquel,R,1977-03-30,FRA
102987,Andre,Sa,R,1977-05-06,BRA
102998,Jan Michael,Gambill,R,1977-06-03,USA
102999,Stefano,Galvani,R,1977-06-03,ITA
103009,Razvan,Sabau,R,1977-06-18,ROU
103017,Nicolas,Kiefer,R,1977-07-05,GER
103018,Max,Mirnyi,R,1977-07-06,BLR
103031,Julian,Alonso,R,1977-08-02,ESP
103035,Alessio,Di Mauro,L,1977-08-09,ITA
103082,Markus,Hantschk,R,1977-11-19,GER
103084,Guillermo,Canas,R,1977-11-25,ARG
103096,Arnaud,Clement,R,1977-12-17,FRA
103103,Dominik,Hrbaty,R,1978-01-04,SVK
103105,Ruben,Ramirez Hidalgo,R,1978-01-06,ESP
103110,Daniele,Bracciali,R,1978-01-10,ITA
103114,Martin,Lee,L,1978-01-13,GBR
103133,Olivier,Mutis,R,1978-02-02,FRA
103151,Mariano,Zabaleta,R,1978-02-28,ARG
103153,Gilles,Elseneer,R,1978-03-06,BEL
103163,Tommy,Haas,R,1978-04-03,GER
103166,Vladimir,Voltchkov,R,1978-04-07,BLR
103169,Oscar,Hernandez,R,1978-04-10,ESP
103171,Raemon,Sluiter,R,1978-04-13,NED
103174,Noam,Okun,R,1978-04-16,ISR
103176,David,Sanchez,R,1978-04-20,ESP
103181,Jiri,Vanek,R,1978-04-24,CZE
103182,Markus,Hipfl,R,1978-04-26,AUT
103188,Michael,Russell,R,1978-05-01,USA
103193,Peter,Wessels,R,1978-05-07,NED
103204,Hugo,Armando,R,1978-05-27,USA
103206,Sebastien,Grosjean,R,1978-05-29,FRA
103228,Marcos,Daniel,R,1978-07-04,BRA
103240,Kevin,Kim,R,1978-07-26,USA
103248,Harel,Levy,R,1978-08-05,ISR
103252,Alberto,Martin,R,1978-08-20,ESP
103264,Mariano,Puerta,L,1978-09-19,ARG
103280,Martin,Verkerk,R,1978-10-31,NED
103285,Radek,Stepanek,R,1978-11-27,CZE
103292,Gaston,Gaudio,R,1978-12-09,ARG
103294,Christophe,Rochus,R,1978-12-15,BEL
103305,Daniel,Elsner,R,1979-01-04,GER
103318,Zeljko,Krajan,R,1979-02-03,CRO
103319,Jeff,Morrison,R,1979-02-04,USA
103324,Arnaud,Di Pasquale,R,1979-02-11,FRA
103325,Wesley,Moodie,R,1979-02-14,RSA
103333,Ivo,Karlovic,R,1979-02-28,CRO
103344,Ivan,Ljubicic,R,1979-03-19,CRO
103356,Michel,Kratochvil,R,1979-04-07,SUI
103369,Melle,Van Gemerden,R,1979-05-09,NED
103373,Sergio,Roitman,R,1979-05-16,ARG
103387,Paradorn,Srichaphan,R,1979-06-14,THA
103397,Alexandre,Simoni,R,1979-07-02,BRA
103401,Jan,Hernych,R,1979-07-07,CZE
103408,Brian,Vahaly,R,1979-07-19,USA
103420,Michal,Tabara,R,1979-08-11,CZE
103428,Juan Ignacio,Chela,R,1979-08-30,ARG
103429,Peter,Luczak,R,1979-08-31,AUS
103444,Jean Rene,Lisnard,R,1979-09-25,MON
103451,Bjorn,Phau,R,1979-10-04,GER
103454,Nicolas,Massu,R,1979-10-10,CHI
103470,Robert,Kendrick,R,1979-11-15,USA
103484,James,Blake,R,1979-12-28,USA
103487,Federico,Luzzi,R,1980-01-03,ITA
103490,Santiago,Ventura,R,1980-01-05,ESP
103498,Marat,Safin,R,1980-01-27,RUS
103503,Robin,Vik,R,1980-02-05,CZE
103506,Martin,Vassallo Arguello,R,1980-02-10,ARG
103507,Juan Carlos,Ferrero,R,1980-02-12,ESP
103534,Nicolas,Devilder,L,1980-03-25,FRA
103535,Olivier,Patience,R,1980-03-25,FRA
103565,Stephane,Robert,R,1980-05-17,FRA
103566,Michael,Llodra,L,1980-05-18,FRA
103580,Alexander,Peya,R,1980-06-27,AUT
103581,Flavio,Saretta,R,1980-06-28,BRA
103582,Michael,Berrer,L,1980-07-01,GER
103592,Jerome,Haehnel,R,1980-07-14,FRA
103594,Oliver,Marach,R,1980-07-16,AUT
103598,Xavier,Malisse,R,1980-07-19,BEL
103602,Fernando,Gonzalez,R,1980-07-29,CHI
103607,Victor,Estrella,R,1980-08-02,DOM
103632,Luis,Horna,R,1980-09-14,PER
103656,Albert,Montanes,R,1980-11-26,ESP
103672,Ricardo,Mello,L,1980-12-21,BRA
103675,Diego,Junqueira,L,1980-12-28,ARG
103693,Thierry,Ascione,R,1981-01-17,FRA
103694,Olivier,Rochus,R,1981-01-18,BEL
103700,Juan Pablo,Guzman,L,1981-01-29,ARG
103701,Diego,Hartfield,R,1981-01-31,ARG
103709,Kristian,Pless,R,1981-02-09,DEN
103714,Andreas,Vinciguerra,L,1981-02-19,SWE
103720,Lleyton,Hewitt,R,1981-02-24,AUS
103722,Florent,Serra,R,1981-02-28,FRA
103737,Edgardo,Massa,R,1981-03-22,ARG
103752,Simon,Greul,R,1981-04-13,GER
103758,Taylor,Dent,R,1981-04-24,USA
103781,Jurgen,Melzer,L,1981-05-22,AUT
103786,Nikolay,Davydenko,R,1981-06-02,RUS
103789,Irakli,Labadze,L,1981-06-09,GEO
103794,Benjamin,Becker,R,1981-06-16,GER
103799,Eric,Prodon,R,1981-06-27,FRA
103808,Potito,Starace,R,1981-07-14,ITA
103812,Victor,Hanescu,R,1981-07-21,ROU
103813,Jarkko,Nieminen,L,1981-07-23,FIN
103819,Roger,Federer,R,1981-08-08,SUI
103821,Danai,Udomchoke,R,1981-08-11,THA
103823,Denis,Gremelmayr,L,1981-08-16,GER
103835,Filippo,Volandri,R,1981-09-05,ITA
103843,Marco,Chiudinelli,R,1981-09-10,SUI
103852,Feliciano,Lopez,L,1981-09-20,ESP
103857,Igor,Kunitsyn,R,1981-09-30,RUS
103868,Ivan,Navarro,R,1981-10-19,ESP
103888,Mardy,Fish,R,1981-12-09,USA
103893,Paolo,Lorenzi,R,1981-12-15,ITA
103898,Julien,Benneteau,R,1981-12-20,FRA
103900,David,Nalbandian,R,1982-01-01,ARG
103908,Paul Henri,Mathieu,R,1982-01-12,FRA
103909,Guillermo,Coria,R,1982-01-13,ARG
103917,Nicolas,Mahut,R,1982-01-21,FRA
103926,Daniel,Munoz De La Nava,L,1982-01-29,ESP
103970,David,Ferrer,R,1982-04-02,ESP
103971,Karol,Beck,R,1982-04-03,SVK
103976,Juan Pablo,Brzezicki,R,1982-04-12,ARG
103990,Tommy,Robredo,R,1982-05-01,ESP
103997,Lukasz,Kubot,R,1982-05-16,POL
103999,Thiago,Alves,R,1982-05-22,BRA
104003,Victor,Crivoi,R,1982-05-25,ROU
104019,Kristof,Vliegen,R,1982-06-22,BEL
104022,Mikhail,Youzhny,R,1982-06-25,RUS
104025,Amer,Delic,R,1982-06-30,BIH
104026,Joachim,Johansson,R,1982-07-01,SWE
104035,Bobby,Reynolds,R,1982-07-17,USA
104053,Andy,Roddick,R,1982-08-30,USA
104056,Roko,Karanusic,R,1982-09-05,CRO
104068,Robby,Ginepri,R,1982-10-07,USA
104076,Jose,Acasuso,R,1982-10-20,ARG
104081,Boris,Pashanski,R,1982-11-03,SRB
104098,Dmitry,Tursunov,R,1982-12-12,RUS
104122,Carlos,Berlocq,R,1983-02-03,ARG
104154,Paul,Capdeville,R,1983-04-02,CHI
104160,Lukas,Dlouhy,R,1983-04-09,CZE
104166,Alex,Bogomolov Jr,R,1983-04-23,RUS
104180,Gilles,Muller,L,1983-05-09,LUX
104198,Guillermo,Garcia Lopez,R,1983-06-04,ESP
104214,Igor,Andreev,R,1983-07-14,RUS
104216,Maximo,Gonzalez,R,1983-07-20,ARG
104225,Jan,Hajek,R,1983-08-07,CZE
104229,Yen Hsun,Lu,R,1983-08-14,TPE
104230,Daniel,Koellerer,R,1983-08-17,AUT
104252,Florian,Mayer,R,1983-10-05,GER
104259,Philipp,Kohlschreiber,R,1983-10-16,GER
104262,Flavio,Cipolla,R,1983-10-20,ITA
104268,Alejandro,Falla,L,1983-11-14,COL
104269,Fernando,Verdasco,L,1983-11-15,ESP
104273,Edouard Roger,Vasselin,R,1983-11-28,FRA
104291,Malek,Jaziri,R,1984-01-20,TUN
104297,Rogerio,Dutra Silva,R,1984-02-03,BRA
104308,Michal,Przysiezny,R,1984-02-16,POL
104312,Andreas,Seppi,R,1984-02-21,ITA
104314,Brian,Dabul,L,1984-02-24,ARG
104327,Steve,Darcis,R,1984-03-13,BEL
104330,Rajeev,Ram,R,1984-03-18,USA
104332,Philipp,Petzschner,R,1984-03-24,GER
104338,Juan,Monaco,R,1984-03-29,ARG
104339,Mario,Ancic,R,1984-03-30,CRO
104349,Rui,Machado,R,1984-04-10,POR
104371,Ivo,Minar,R,1984-05-21,CZE
104386,Janko,Tipsarevic,R,1984-06-22,SRB
104417,Robin,Soderling,R,1984-08-14,SWE
104424,Go,Soeda,R,1984-09-05,JPN
104433,Frank,Dancevic,R,1984-09-26,CAN
104460,Dustin,Brown,R,1984-12-08,GER
104468,Gilles,Simon,R,1984-12-27,FRA
104471,Ivan,Dodig,R,1985-01-02,CRO
104494,Adrian,Ungur,R,1985-01-25,ROU
104499,Jimmy,Wang,R,1985-02-08,TPE
104500,Somdev,Devvarman,R,1985-02-13,IND
104505,Konstantin,Kravchuk,R,1985-02-23,RUS
104523,Frederico,Gil,R,1985-03-24,POR
104527,Stanislas,Wawrinka,R,1985-03-28,SUI
104534,Dudi,Sela,R,1985-04-04,ISR
104542,Jo Wilfried,Tsonga,R,1985-04-17,FRA
104545,John,Isner,R,1985-04-26,USA
104547,Horacio,Zeballos,L,1985-04-27,ARG
104548,Brian,Baker,R,1985-04-30,USA
104559,Teymuraz,Gabashvili,R,1985-05-23,RUS
104563,Luca,Vanni,R,1985-06-04,ITA
104571,Marcos,Baghdatis,R,1985-06-17,CYP
104586,Lukas,Rosol,R,1985-07-24,CZE
104589,Chris,Guccione,L,1985-07-30,AUS
104593,Daniel,Gimeno Traver,R,1985-08-07,ESP
104594,Marinko,Matosevic,R,1985-08-08,AUS
104597,Nicolas,Almagro,R,1985-08-21,ESP
104607,Tomas,Berdych,R,1985-09-17,CZE
104619,Jesse,Huta Galung,R,1985-10-06,NED
104620,Simone,Bolelli,R,1985-10-08,ITA
104639,Wayne,Odesnik,L,1985-11-21,USA
104651,Martin,Alund,R,1985-12-26,ARG
104655,Pablo,Cuevas,R,1986-01-01,URU
104660,Sergiy,Stakhovsky,R,1986-01-06,UKR
104665,Pablo,Andujar,R,1986-01-23,ESP
104676,Andreas,Beck,L,1986-02-05,GER
104678,Viktor,Troicki,R,1986-02-10,SRB
104714,Julian,Reister,R,1986-04-02,GER
104719,Marcel,Granollers,R,1986-04-12,ESP
104721,Josselin,Ouanna,R,1986-04-14,FRA
104724,Eduardo,Schwank,R,1986-04-23,ARG
104731,Kevin,Anderson,R,1986-05-18,RSA
104735,Tobias,Kamke,R,1986-05-21,GER
104736,Farrukh,Dustov,R,1986-05-22,UZB
104745,Rafael,Nadal,L,1986-06-03,ESP
104755,Richard,Gasquet,R,1986-06-18,FRA
104792,Gael,Monfils,R,1986-09-01,FRA
104797,Denis,Istomin,R,1986-09-07,UZB
104813,Grega,Zemlja,R,1986-09-29,SLO
104868,James,Ward,R,1987-02-09,GBR
104871,Jeremy,Chardy,R,1987-02-12,FRA
104873,Aleksandr,Nedovyesov,R,1987-02-15,KAZ
104882,Blaz,Kavcic,R,1987-03-05,SLO
104890,Andreas,Haider Maurer,R,1987-03-22,AUT
104897,Matthias,Bachinger,R,1987-04-02,GER
104898,Robin,Haase,R,1987-04-06,NED
104918,Andy,Murray,R,1987-05-15,GBR
104919,Leonardo,Mayer,R,1987-05-15,ARG
104925,Novak,Djokovic,R,1987-05-22,SRB
104926,Fabio,Fognini,R,1987-05-24,ITA
104932,Kenny,De Schepper,L,1987-05-29,FRA
104947,Marsel,Ilhan,R,1987-06-11,TUR
104976,Ryan,Sweeting,R,1987-07-14,USA
104978,Daniel,Brands,R,1987-07-17,GER
104979,Andrey,Golubev,R,1987-07-22,KAZ
104997,Igor,Sijsling,R,1987-08-18,NED
104999,Mischa,Zverev,L,1987-08-22,GER
105011,Illya,Marchenko,R,1987-09-08,UKR
105023,Sam,Querrey,R,1987-10-07,USA
105028,Jesse,Levine,L,1987-10-15,CAN
105032,Samuel,Groth,R,1987-10-19,AUS
105041,Lukas,Lacko,R,1987-11-03,SVK
105051,Matthew,Ebden,R,1987-11-26,AUS
105053,Santiago,Giraldo,R,1987-11-27,COL
105062,Mikhail,Kukushkin,R,1987-12-26,KAZ
105064,Thomaz,Bellucci,L,1987-12-30,BRA
105065,Tim,Smyczek,R,1987-12-30,USA
105074,Ruben,Bemelmans,L,1988-01-14,BEL
105077,Albert,Ramos,L,1988-01-17,ESP
105095,Evgeny,Korolev,R,1988-02-14,KAZ
105132,Jurgen,Zopp,R,1988-03-29,EST
105137,Pere,Riba,R,1988-04-07,ESP
105138,Roberto,Bautista Agut,R,1988-04-14,ESP
105147,Tatsuma,Ito,R,1988-05-18,JPN
105154,Joao,Souza,R,1988-05-27,BRA
105155,Pedro,Sousa,R,1988-05-27,POR
105173,Adrian,Mannarino,L,1988-06-29,FRA
105208,Ernests,Gulbis,R,1988-08-30,LAT
105216,Yuichi,Sugita,R,1988-09-18,JPN
105217,Thiemo,De Bakker,R,1988-09-19,NED
105223,Juan Martin,Del Potro,R,1988-09-23,ARG
105227,Marin,Cilic,R,1988-09-28,CRO
105238,Alexandr,Dolgopolov,R,1988-11-07,UKR
105292,Alejandro,Gonzalez,R,1989-02-07,COL
105311,Joao,Sousa,R,1989-03-30,POR
105318,Thomas,Schoorel,L,1989-04-08,NED
105332,Benoit,Paire,R,1989-05-08,FRA
105341,Thomas,Fabbiano,R,1989-05-26,ITA
105357,John,Millman,R,1989-06-14,AUS
105373,Martin,Klizan,L,1989-07-11,SVK
105376,Peter,Gojowczyk,R,1989-07-15,GER
105379,Aljaz,Bedene,R,1989-07-18,SLO
105385,Donald,Young,L,1989-07-23,USA
105413,Andrej,Martin,R,1989-09-20,SVK
105430,Radu,Albot,R,1989-11-11,MDA
105432,Prajnesh,Gunneswaran,L,1989-11-12,IND
105438,Inigo,Cervantes Huegun,R,1989-11-30,ESP
105449,Steve,Johnson,R,1989-12-24,USA
105453,Kei,Nishikori,R,1989-12-29,JPN
105487,Facundo,Bagnis,L,1990-02-27,ARG
105526,Jan Lennard,Struff,R,1990-04-25,GER
105539,Evgeny,Donskoy,R,1990-05-09,RUS
105550,Guido,Pella,L,1990-05-17,ARG
105554,Daniel,Evans,R,1990-05-23,GBR
105558,Guillaume,Rufin,R,1990-05-26,FRA
105561,Alessandro,Giannessi,L,1990-05-30,ITA
105572,Austin,Krajicek,L,1990-06-16,USA
105575,Ricardas,Berankis,R,1990-06-21,LTU
105577,Vasek,Pospisil,R,1990-06-23,CAN
105583,Dusan,Lajovic,R,1990-06-30,SRB
105589,Gerald,Melzer,L,1990-07-13,AUT
105613,Norbert,Gombos,R,1990-08-13,SVK
105614,Bradley,Klahn,L,1990-08-20,USA
105641,Blaz,Rola,L,1990-10-05,SLO
105643,Federico,Delbonis,L,1990-10-05,ARG
105649,Cedrik Marcel,Stebe,L,1990-10-09,GER
105657,Marius,Copil,R,1990-10-17,ROU
105668,Jerzy,Janowicz,R,1990-11-13,POL
105671,Gastao,Elias,R,1990-11-24,POR
105676,David,Goffin,R,1990-12-07,BEL
105683,Milos,Raonic,R,1990-12-27,CAN
105723,Andrey,Kuznetsov,R,1991-02-22,RUS
105732,Pierre Hugues,Herbert,R,1991-03-18,FRA
105777,Grigor,Dimitrov,R,1991-05-16,BUL
105806,Mirza,Basic,R,1991-07-12,BIH
105807,Pablo,Carreno Busta,R,1991-07-12,ESP
105815,Tennys,Sandgren,R,1991-07-22,USA
105819,Guido,Andreozzi,R,1991-08-05,ARG
105870,Yannick,Hanfmann,U,1991-11-13,GER
105882,Stefano,Travaglia,U,1991-12-18,ITA
105902,James,Duckworth,R,1992-01-21,AUS
105916,Marton,Fucsovics,R,1992-02-08,HUN
105932,Nikoloz,Basilashvili,R,1992-02-23,RUS
105936,Filip,Krajinovic,R,1992-02-27,SRB
105952,Renzo,Olivo,R,1992-03-15,ARG
105967,Henri,Laaksonen,R,1992-03-31,SUI
105992,Ryan,Harrison,R,1992-05-07,USA
106000,Damir,Dzumhur,R,1992-05-20,BIH
106026,Yuki,Bhambri,R,1992-07-04,IND
106034,Yasutaka,Uchiyama,R,1992-08-05,JPN
106043,Diego Sebastian,Schwartzman,R,1992-08-16,ARG
106044,Nicolas,Kicker,R,1992-08-16,ARG
106045,Denis,Kudla,R,1992-08-17,USA
106058,Jack,Sock,R,1992-09-24,USA
106065,Marco,Cecchinato,R,1992-09-30,ITA
106071,Bernard,Tomic,R,1992-10-21,AUS
106075,Jozef,Kovalik,R,1992-11-04,SVK
106078,Egor,Gerasimov,R,1992-11-11,BLR
106099,Salvatore,Caruso,R,1992-12-15,ITA
106121,Taro,Daniel,R,1993-01-27,JPN
106148,Roberto,Carballes Baena,R,1993-03-23,ESP
106186,Jason,Kubler,R,1993-05-19,AUS
106198,Hugo,Dellien,R,1993-06-16,BOL
106210,Jiri,Vesely,L,1993-07-10,CZE
106216,Bjorn,Fratangelo,R,1993-07-19,USA
106228,Juan Ignacio,Londero,R,1993-08-15,ARG
106233,Dominic,Thiem,R,1993-09-03,AUT
106293,Kimmer,Coppejans,R,1994-02-07,BEL
106296,Gregoire,Barrere,R,1994-02-16,FRA
106298,Lucas,Pouille,R,1994-02-23,FRA
106329,Thiago,Monteiro,L,1994-05-31,BRA
106361,Adam,Pavlasek,R,1994-10-08,CZE
106378,Kyle,Edmund,R,1995-01-08,GBR
106401,Nick,Kyrgios,R,1995-04-27,AUS
106415,Yoshihito,Nishioka,L,1995-09-27,JPN
106421,Daniil,Medvedev,R,1996-02-11,RUS
106423,Thanasi,Kokkinakis,R,1996-04-10,AUS
106426,Christian,Garin,R,1996-05-30,CHI
106432,Borna,Coric,R,1996-11-14,CRO
106594,Attila,Korpas,R,,GER
106629,Birger,Andersson,R,,SWE
107413,Jorge,Cano,R,,ARG
107561,Leif,Johansson,R,,SWE
107828,Morees,Dubruyn,R,,RSA
107888,Olivier,Cayla,R,,FRA
108050,Rassel,Mayers,R,,ISR
108360,Teimuraz,Kakoulia,R,,RUS
109739,Maximilian,Marterer,L,1995-06-15,GER
111202,Hyeon,Chung,R,1996-05-19,KOR
111442,Jordan,Thompson,R,1994-04-20,AUS
111456,Mackenzie,Mcdonald,R,1995-04-16,USA
111513,Laslo,Djere,R,1995-06-02,SRB
111575,Karen,Khachanov,R,1996-05-21,RUS
111577,Jared,Donaldson,R,1996-10-09,USA
111581,Michael,Mmoh,R,1998-01-10,USA
111790,Brayden,Schnur,R,1995-07-04,CAN
111794,Kamil,Majchrzak,R,1996-01-13,POL
111797,Nicolas,Jarry,R,1995-10-11,CHI
111815,Cameron,Norrie,L,1995-08-23,GBR
120424,Yannick,Maden,U,1989-10-28,GER
122330,Alexander,Bublik,R,1997-06-17,KAZ
124014,Ernesto,Escobedo,R,1996-07-04,USA
124187,Reilly,Opelka,R,1997-08-28,USA
125802,Ilya,Ivashka,R,1994-02-24,BLR
126094,Andrey,Rublev,R,1997-10-20,RUS
126156,Antonie,Hoang,R,1995-11-04,FRA
126203,Taylor Harry,Fritz,R,1997-10-28,USA
126205,Tommy,Paul,R,1997-05-17,USA
126207,Francis,Tiafoe,R,1998-01-20,USA
126610,Matteo,Berrettini,R,1996-04-12,ITA
126774,Stefanos,Tsitsipas,R,1998-08-12,GRE
126952,Soon Woo,Kwon,R,1997-12-02,KOR
128034,Hubert,Hurkacz,R,1997-02-11,POL
132283,Lorenzo,Sonego,R,1995-05-11,ITA
133430,Denis,Shapovalov,L,1999-04-15,CAN
134770,Casper,Ruud,R,1998-12-22,NOR
136440,Dominik,Koepfer,L,1994-04-29,GER
144707,Mikael,Ymer,R,1998-09-09,SWE
